mention_type,mention,pred
2,"< div class= '' bbcodeblock bbcodequote '' > < div class= '' attribution type '' > quyet__d__ đã viết : < a class= '' attributionlink '' > ↑ < /a > < /div > < blockquote class= '' quotecontainer '' > < div class= '' quote '' > '' trước đó , sacombank đã liên tiếp đạt các giải thưởng quan trọng như giải < b > ngân hàng có mạng lưới chấp nhận thẻ hiệu quả nhất __d__ < /b > do hiệp hội các ngân hàng việt nam phối hợp với tập đoàn dữ liệu quốc tế idg",0.9995502829551697
2,"shopee bán tv samsung rẻ hơn tiki , mấy đợt km thì __d__ '' fullhd chỉ có __d__tr < img src= '' http : //tinhte.vnstyles/default/xenforo/clear.png '' class= '' mcesmiliesprite mcesmilie__d__ '' alt= '' : d '' title= '' big grin : d '' > < div class= '' messagetextendmarker '' > < /div >",0.9998809099197388
1,< br > < ul class= '' social-list bsc-clearfix '' > < /ul > < br > < h__d__ > thị trường gần như không có phản ứng với việc __d__ quỹ etf ngoại chốt danh mục . vn-index duy trì đà tăng mạnh từ phiên sáng với sự hỗ trợ của các mã lớn và vượt qua ngưỡng __d__.__d__ điểm. < /h__d__ > < p > < img class= '' aligncenter size-full wp-image-__d__ '' src= '' http : //doanhnhanplus.vn/wp-content/uploads/__d__/__d__/phien-sang_pfep.jpg '' alt= '' '' width= '' __d__ '' height= '' __d__ '' > < /p > < p > phiên,0.9937133193016052
1,"liberty kim cúc hưng thịnh ngay đại lộ an dương vương tuyến đường đẹp nhất quy nhơn . dự án khu phức hợp căn hộ mặt tiền biển , nội thất __d__* , cam kết lợi nhuận cho nhà đầu tư. < br > < br > < b > < span > click xem ngay < /span > < a class= '' externallink '' rel= '' nofollow '' > thông tin dự án < /a > < /b > < br > < br > < a class= '' externallink '' rel= '' nofollow '' > < img src=",0.8198882341384888
2,"< span > < b > lên kế hoạch `` làm ăn lớn '' , hdbank đã tuyển thêm __d__.__d__ nhân sự < /b > < /span > < br > __d__-__d__-__d__ - __d__:__d__ < br > < br > < a class= '' externallink '' rel= '' nofollow '' > < img src= '' http : //cafefcdn.com/thumb_w/__d__/__d__/__d__/__d__/photo__d__-__d__.jpg '' class= '' bbcodeimage lbimage '' alt= '' [ ​img ] '' > < /a > < br > < span > < b > < a class= '' externallink '' rel= '' nofollow '' > năm vừa qua hdbank đã phát",0.999983549118042
2,"< img src= '' https : //cdn.otosaigon.com/attachments/otosaigon-honda-moto-shop-__d__-jpg.__d__/ '' title= '' otosaigon-honda-moto-shop-__d__ . '' alt= '' otosaigon-honda-moto-shop-__d__ . '' class= '' bbcodeimage lbimage '' > < br > < a class= '' tinhte_xentag_taglink '' > honda < /a > việt nam vừa chính thức khai trương cửa hàng có tên là < a class= '' tinhte_xentag_taglink '' > honda moto shop < /a > , chuyên bán xe mô tô pkl chính hãng . đây là cửa hàng bán xe mô tô pkl honda chính hãng đầu tiên tại tphcm và cũng đầu tiên tại việt nam . trong lễ khai",0.998471200466156
1,< span class= '' vb_gioi_thieu '' > sáng nay __d__/__d__ tỷ giá usd tại các ngân hàng thương mại vẫn tiếp tục giảm. < /span > < br > < span class= '' vb_noi_dung '' > ngày __d__/__d__ ngân hàng nhà nước công bố tỷ giá trung tâm của đồng việt nam với đô la mỹ ở mức : __d__.__d__ đồng ( tăng __d__ đồng ) . < /span > < br > < span class= '' vb_noi_dung '' > tỷ giá tham khảo tại sở giao dịch nhnn hiện mua vào ở mức __d__.__d__ đồng ( không đổi ),0.9790504574775696
2,< div > < div class= '' smallfont '' > quote : < /div > < table cellpadding= '' __d__ '' cellspacing= '' __d__ '' border= '' __d__ '' width= '' __d__ % '' class= '' voz-bbcode-quote '' > < tbody > < tr > < td class= '' alt__d__ '' > < div > originally posted by < strong > chimtonhuphich__d__ < /strong > < a rel= '' nofollow '' > < img class= '' inlineimg '' src= '' http : //forums.voz.vnimages/buttons/viewpost.gif '' border= '' __d__ '' alt= '' view post '' > < /a > < /div >,1.0
1,"< div > < div > < /div > < /div > < div class= '' imgdetail '' > < img alt= '' thêm ngân hàng tất toán toàn bộ trái phiếu vamc trước hạn - ảnh __d__ '' title= '' thêm ngân hàng tất toán toàn bộ trái phiếu vamc trước hạn - ảnh __d__ '' border= '' __d__ '' src= '' https : //vneconomy.mediacdn.vn/zoom/__d_____d__/__d__/__d__-__d__-__d__-__d__-__d__-__d__-crop-__d__.jpg '' width= '' __d__ '' height= '' __d__ '' > < p > theo quy định , các ngân hàng sau khi bán lại nợ xấu cho vamc và nhận về trái phiếu đặc",0.9982805252075195
1,"điêu đứng vì __d__ năm tàu vỏ thép nằm bờ , trong khi bên đóng tàu và bên lắp máy đùn đẩy trách nhiệm cho nhau , khiến gia đình ông liên lâm vào cảnh nợ nần . < br > < p class= '' body-image '' > < img src= '' https : //photo-__d__-baomoi.zadn.vn/w__d___r__d__/__d_____d_____d_____d_____d__/b__d__ccdead__d__ecccb__d__fd.jpg '' > < /p > < p class= '' body-text media-caption '' > < em > ông trần văn liên bức xúc kể lại câu chuyện. < /em > < /p > < p class= '' body-text '' > chiều __d__/__d__ , ông trần văn",0.8325604200363159
