mention_type,mention,pred
2,"sửa similac mới tanh , sửa này ít tanh hơn , sửa similac con mình k chịu uốn mình uốn thế chứ bỏ tiếc mỗi lần uốn là cái mùi tanh k chịu đc mún ói , mình mới vừa đổi sữa này cho con.trước cũng dùng similac",3.531296968460083
2,"vị dâu đó em dung lê , kem có vị hơi ngọt lại thơm nên bé nào cũng thích",3.5574893951416016
2,"sữa này mình chỉ thấy hơi ngọt thôi , bbé nào quen bmht hoặc uống sữa nhạt quen khi chuyển qua loại này thì nên cho uống lượng nhỏ rồi mình tăng dân lên . còn lại mình thấy okie hết",4.063386917114258
2,enfa nó thiên về ptrien trí não . mà enfa ngọt bgio chuyển qua sữa nhạt e chừng khó nè . muốn tăng cân thì dùng sữa nội dễ tăng cân nhất,3.589015245437622
2,uống morigana ý dễ uống vừa ngon mà toàn vào con,3.630528211593628
2,"sữa này có dễ uống không chị , em hỏi cho chị gái em với ạ",3.553936719894409
2,sữa mẹ vẫn là tốt nhất cho con bạn ơi còn dặm thêm sữa ngoài thì dặm cho bé uống frisolac ý sữa thơm và có vị gần sữa mẹ nha,3.8083605766296387
2,cả __d__ đều tốt . e đã cho con dùng cả __d__ similac xám hơi tanh . enfamil neuropro béo thơm . con e uốn thì similac xám lên kí tốt hơn enfamil . e dùng hàg nđ mỹ,5.273425102233887
2,"similac mới có hmo đấy mom , bs khuyên mình nên cho con uống vì sữa đấy có vị nhạt gần giống sữa mẹ bé dễ uống mà tp dinh dưỡng có hmo tăng đề kháng tốt . mom xem mua dùng thử nhé",3.569626569747925
2,nguyễn ngọc huyền similac hàm lượng dha và omega khá cao . sắp tới bạn đổi sang enfa s__d__ cũng tanh lắm . vì s__d__ enfa khó uống nhất trong __d__ số . nếu ko bạn đổi mejji của nhật . giá cả cũng sêm sêm . hơn nữa lại nhàn nhạt . còn đa phần những dòng bạn tham khảo đều ngọt cả,3.569626569747925
2,"enfamil premium này vị hệt sữa mẹ luôn m dễ uống lắm ko bị gắt đâu , nhiều dha nữa bsung dc cho con thì tốt",3.5568435192108154
2,nhà m cho con uong sữa physiolac dễ uống mà con tiêu hoá tốt mom ạ,3.877362012863159
2,"sữa friso bạn ơi sữa này mát mà còn hỗ trợ con tiêu hóa đấy , sữa này không quá ngọt vị mát nữa , mình đang cho con uống",3.572547197341919
2,"quyen tran friso hà lan nè , bé đầu mình cho uống similac nhưng bị bón nên bé này mình đổi qua friso mát , dễ uống đó",4.425221920013428
2,em cũng khá kỹ trong việc chọn sữa . lúc chọn similac e cũng đắn đo mãi . được biết sữa này mát em mới cho nhỏ ún . trộm vía sữa vị giống sữa mẹ con em hạp nên tiêu hóa ổn lắm ak .,3.585604429244995
2,nap tim của úc . thơm ngon b ạ. nhug nghe ns k dc uog nh ây . nên m lai pai đổi sua,3.7969810962677
2,"iq sữa ngọt , fiso lạc , optimum thì đặc , similac tanh , cũng chỉ ngủ say mới uống ,",3.6219229698181152
2,friso vị nhạt giống sữa mẹ mà tiêu hóa tốt nữa,3.5912728309631348
2,khổng ánh ngọc friso việt ngọt hơn nga mm a,5.815171718597412
2,hoài phương mom cho bé uống enfamil nào vậy ? có ngọt ko mom . bé mình uống nan ko tăng cân . mình đang định đổi sang enfamil nhưng sợ ngọt . vì bé mình ko chịu uống ngọt mom ah,3.569626569747925
2,con mình uống enfa mĩ từ hộp vàng tới hộp xanh từ lúc mới sanh cho đến __d__m thấy bt người chỉ roi roi thôi ko sổ sữa . mình đổi qua similac đến giờ con hơn __d__ tuổi vẫn uống . thấy con chịu uống sữa hơn . mùi vị cũng dễ uống hơn enfa .,5.591419696807861
2,trang anh sữa này ngọt ko mom ? bé nhà mom uốn bao lâu rồi ?,3.768062114715576
2,nếu chịu khó uống similac sẽ tốt hơn . nó nhiều chất hơn nhưng cũng khó uống hơn,5.428037166595459
2,"loại này có dễ dùng không chị , mùi có thơm dễ chịu không ạ ?",5.5170698165893555
2,blackmores uống có ngọt lắm k ạ,3.830366849899292
2,thùy linh b thử cho bé uống friso nga xem sao . similac việt tanh cthe bé hơi khó uống b a,3.569626569747925
2,ngọt nhé mom,5.293164253234863
2,thuỳ ngân similac việt hay xách tay cũng nhạt giống nhau hả mom,5.962642192840576
2,sữa này vị ngon ko my ? nhìn my cười tươi rói à,5.675192356109619
2,"vậy mom chọn sữa ngoài nào gần giống sữa mẹ dặm song song cho con dễ hợp tác với cũng k bỏ ti mẹ nữa . đợt mình dặm thêm enfa cho con tv con chịu ti lắm , sữa này nhạt với thơm",3.569626569747925
2,"con mình thích mỗi similac thôi á , ngọt vừa phải dễ uống nữa",3.616975784301758
2,similac này có những vị gì chị nhỉ,3.7053885459899902
2,"bé nhà c trc vừa ti mẹ vừa uống similac đến __d__tuoi trộm vía hợp lên cân , vị hơi nồng và ngái chứ ko tanh e nhé",3.9474711418151855
2,"uống sữa tươi k đg sợ bé sôi bụng , có bé uống thì k sao , pediasure thì quá ngọt nhưng tốt .",3.5596747398376465
2,hoàng mai vị dễ uống k em,3.5442211627960205
2,friso nga tăng cân tốt hơn và mùi vị cũng dễ uống hơn ah,3.580230712890625
2,e thấy nhiu mom khen hương vị hấp dẫn lắm,5.732233047485352
2,từ diệu duyên mình uống nó chỉ hơi ngọt thôi nhưng có vẻ ngấy,3.6718955039978027
2,"sữa này dễ uống mà , tớ đang bầu bí , uống sữa bầu không được nên chuyển qua loại này đấy",3.5060677528381348
2,giống vị sữa pediasure úc k ạ,3.609184980392456
2,nutren có ngọt ko ạ ? bé nhà e ko uống ngọt,3.6685924530029297
2,"kid ngọt lắm , bé nhà e uog __d__h len __d__lang , đổi sang pediasure lại táo 😞",5.156633377075195
2,ngon quá ngọt quá ... .,3.7159297466278076
