mention_type,mention,pred
2,nan nhạt mà mát còn similac thì ngọt nên mom đổi bé sẽ ko thích đâu,3.280125141143799
2,đặng lynh thấy họ bảo similac nóg mà vị khó uốg nên lại thôi,2.772347927093506
2,milo nha : ) ) ovaltine ngọt quá,2.4874656200408936
2,"thi oanh huynh mình cũng nghĩ giống mom nè , vị ngọt của pediasure là vị của tinh bột bắp thủy phân dễ tiêu hóa với sucrose giúp trẻ ăn ngon miệng hơn nên nếu pha loãng thì mất chất hết .",2.349040985107422
2,ừ. mình chỉ pha chung vs sữa khác thôi . chứ uống mình sữa pedi bé mình k chịu vì ngọt,2.2084739208221436
2,"sữa này ngọt chà là nên vị thanh nhẹ vậy đó , ngọt đường uống hồi ngán à bạn , mình thấy sữa hàn quốc ngọt đường qá",2.0964839458465576
2,lê ngân vị k ngọt lắm . con mình tv vẫn đi bt . bây h đang dùng số __d__ thấy ngọt hơn số __d__ nhiều . số __d__ nhạt như nan í .,2.1820640563964844
2,ngọt thì mom mua uptimum đó béo còn hưu cao cổ ngọt ko béo,3.1827080249786377
2,"sữa rất ngọt và thơm , con mình đang dùng , bs bảo sữa này cũng rất tốt hộ trợ tăng cân và chiều cao , con mình thì chịu uống sữa này . bé uống khen ngon",3.191284656524658
2,sữa này khó uống lém,3.107084274291992
2,"iq sữa ngọt , fiso lạc , optimum thì đặc , similac tanh , cũng chỉ ngủ say mới uống ,",2.454575777053833
2,"sua friso duoc mjh mua de du phong luc moi sinh xong sua ve ko kip cho con bu . va dung that . ku cau duoc ba no pha cho __d__ muong de uong . trom via , ku uong gan het va ngu toi sag hom sau moi day . luc do sua me da ve . lon sua con du me uong tiep , bo ca me lan con nge . hjhj . friso rat ngon va de uong . be gai nha mjh duoc __d__ tuoi ruoi cug dag dung friso",4.874833106994629
1,dear các mom ! bé mình lúc mới sanh sữa chưa về mình có dặm thêm similac bé vẫn bú và đi phân bt nhưng sau đủ sữa mình ngưng đến sau đầy tháng mình cho bé dặm lại thì bị ọ nhưng phân vẫn bt mình ngĩ bé chưa qen nên k sngi j . __d__m mình thử cho bé ún lại similac lần này bé ọ và đi ngoài phân nhầy . mình ngưng k cho ún nữa . __d__m mình cho bé ăn dặm bột ngọt thì vẫn bị ọ và đi ngoài nên mình bắt đầu,5.55637788772583
2,"mộc ann similac nhạt ko ngọt , lên cân tốt đó m",3.266451358795166
2,"vị dâu đó em dung lê , kem có vị hơi ngọt lại thơm nên bé nào cũng thích",3.0300755500793457
2,e cũng dùng nhiều loại rồi bé k hợp tác . __d__ m e chuyển sang nan nga dùng tới __d__m__d__d mát k táo nhưng k tăng cân . gà nhà e chỉ dùng loại nhạt giống sữa mẹ chứ ngọt và nhiều dinh dưỡng k hợp tác ạ. e cũng muốn hỏi các mẹ là dùng sữa j nhạt giống nan nga mà giá bình dân k ạ .,3.4387850761413574
2,"em cho __d__ thằng uống morinaga hết , nhiều chất nhưng mát , ko ngọt quá dễ uống , mà chả bao giờ táo luôn",4.171456336975098
