mention_type,mention,pred
2,anmum uống như milo rất dễ uống similac hương vani khó uống hơn,7.330174446105957
1,"sữa friso rất mát , giống sữa mẹ tới __d__ % , tăng cường sức đề kháng , ổn định hệ tiêu hóa , giúp bé tăng cân đều không lo táo bón . được biết đến với bề dày lịch sử phát triển hơn __d__ năm đầy uy tín . hiện nay , sữa friso đang được đông đảo người dùng trên thị trường công nhận về chất lượng . sữa friso uy tín từ thương hiệu sữa friso được sản xuất bởi hãng frieslandcampia , một trong những thương hiệu sữa đầu tiên trên thế giới . có",9.263629913330078
2,sữa này dễ uống ko mom ? em sợ nó ngọt gắt như nan con em nó ko chịu thì mua phí tiền,6.978687286376953
2,"an tuệ trương dòng similac ít khi có sữa nhạt lắm bạn ơi , được cái nó lên cân tốt thôi bạn .",5.415850639343262
2,sữa mẹ vẫn là tốt nhất cho con bạn ơi còn dặm thêm sữa ngoài thì dặm cho bé uống frisolac ý sữa thơm và có vị gần sữa mẹ nha,5.716361999511719
2,"enfa a+ nhạt giống sữa mẹ nên bé nào cũng thích á , chưa kể sữa mát nên dễ tiêu hóa , dễ hấp thu nên tăng cân là điều dĩ nhiên nè",5.103468418121338
2,sữa kid essentials dễ uống lắm vị vani thơm trẻ rất thích,6.4068284034729
2,"con mình cũng đang uống enfagrow premium như hình của mom đó , đổi __d__ loại rồi giờ mới chịu đó mom , mình thấy vị sữa tự nhiên dễ uống mà , mom cứ pha ít cho con trước đã , sau tăng dần sl lên",7.643311500549316
2,enfa nó thiên về ptrien trí não . mà enfa ngọt bgio chuyển qua sữa nhạt e chừng khó nè . muốn tăng cân thì dùng sữa nội dễ tăng cân nhất,5.503264427185059
2,"các bé nhỏ thích sữa gần giống sữa mẹ nhất , mẹ tham khảo enfa a+ nhen , con m uống sữa này hợp vị , hấp thu tốt",8.229031562805176
2,"con mình thích mỗi similac thôi á , ngọt vừa phải dễ uống nữa",6.583453178405762
